MODO,METAL,ESPECIE,DIA,MES,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LOCALIDAD CONTROL 2,PAIS CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,9233072,Anser anser,18,6,1989,"Sverigen, M Skame, Malmohus",Suecia,3,0,Extranjero,182,2552.2455690906095,Anillamiento,1989-06-18,anillamiento,1989-12-17,"Sanlucar de Barrameda, Cadiz",España,12.9876118,55.6047994,-6.3529689,36.7725774,3,0,M. Vazquez,NA,NA,Cazado con escopeta,muerto
A,9803229,Anser anser,19,6,1970,"Sverigen, Gotland Rone, Ytterholme",Suecia,3,0,Extranjero,3863,2860.848779038353,Anillamiento,1970-06-19,anillamiento,1981-01-15,"Aznalcazar, Sevilla",España,18.5050294,57.1283295,-6.2495424999999996,37.3047112,A,0,M. Vazquez,NA,NA,Cazado con escopeta,muerto
A,9804702,Anser anser,17,7,1983,"Sverigen, D´Soder, Mohlland",Suecia,2,0,Extranjero,1278,3120.2582884330927,Anillamiento,1983-07-17,anillamiento,1987-01-15,"Marisma de Hinojos, Hinojos, Huelva",España,18.643501,60.12816100000001,-6.4166667,37.0666667,A,0,M. Vazquez,NA,NA,Cazado con escopeta,muerto
A,XEA,Anser anser,4,6,1989,"Borringesjon, Malmohus",Suecia,1,0,Extranjero,194,2555.7914708025064,Anillamiento,1989-06-04,anillamiento,1989-12-15,"Sanlucar de Barrameda, Cadiz",España,13.3099815,55.47589259999999,-6.3529689,36.7725774,3,0,M. Vazquez,NA,NA,Cazado con escopeta,muerto
A,CA38659,Ardea cinerea,6,5,1978,"Lac de Grand Lieu, Loire Atlantique",España,3,0,MMP et L Marion,1002,1165.7672772534288,Anillamiento,1978-05-06,anillamiento,1981-02-01,"Lucio del cangrejo, Aznalcazar, Sevilla",Francia,-1.8157647,47.27804680000001,-6.2412518,37.3058343,A,0,M. Vazquez,NA,NA,Cazado con escopeta,muerto
A,B26502,Ardea cinerea,14,5,1988,"Branna, Jjndrichov Hradec, Ceske Budejovice",Checoslovaquia,1,0,M. Vazquez,124,2358.8227941733667,Anillamiento,1988-05-14,anillamiento,1988-09-15,"Lebrija, Sevilla",España,17.0118544,50.15326020000001,-6.0758624,36.9197889,3,0,Extranjero,121,2157,Colision con tendido electrico,muerto
A,231722,Ardea cinerea,22,5,1988,"Koerkwitz, Ribnitz, Damgarten Rostock",Alemania,1,0,M. Vazquez,131,2361.26852027872,Anillamiento,1988-05-22,anillamiento,1988-09-30,"Caño del Cherri, Aznalcar, Sevilla",España,12.3859116,54.2540176,-6.2495424999999996,37.3047112,3,0,Extranjero,NA,NA,Anillamiento,anillamiento
A,M10463,Bubulcus ibis,25,5,1993,"Castro Marin, Algarve",Portugal,1,0,Extranjero,97,123.4696742388806,Anillamiento,1993-05-25,anillamiento,1993-08-30,"Coria del Rio, Sevilla",España,-7.4423339,37.2179422,-6.0533598,37.2882628,3,0,M. Vazquez,95,122,Cazado con escopeta,muerto
A,2220036,Charadrius hiaticula,26,9,1988,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,3,0,M. Vazquez,1765,1552.8865590376233,Anillamiento,1988-09-26,anillamiento,1993-07-27,"Hable D´ Ault, Somme",Francia,-6.063133,37.2694065,1.4766277,50.15057160000001,A,0,Extranjero,1765,1554,Encontrado muerto,muerto
A,M5758,Ciconia ciconia,2,6,2004,"Muizen, Antwerpen, Amberes",Belgica,1,0,Extranjero,804,1836.34464707703,Anillamiento,2004-06-02,anillamiento,2006-08-15,"Puerto Real, cadiz",España,4.4051485,51.2213404,-6.1831947,36.5316485,7,0,M. Vazquez,804,1820,Colision con tendido electrico,muerto
A,9015741,Ciconia ciconia,20,9,1994,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,3,0,M. Vazquez,3530,1702.8390694092054,Anillamiento,1994-09-20,anillamiento,2004-05-20,"Wahlwies,Sudbaden, Friburgo",Alemania,-6.129244,37.2385346,8.9666809,47.81675990000001,A,0,Vogelwarte Radolfzell,3530,1714,Anilla leida telescopio,muerto
A,P9486,Ciconia ciconia,8,6,2004,"La Gripperie-Saint-Symphorien, Charente Maritime",Francia,1,0,Extranjero,586,1129.1461425463376,Anillamiento,2004-06-08,anillamiento,2006-01-15,"Chiclana de la Frontera, Cadiz",España,-0.9513060000000001,45.80027399999999,-6.1461102,36.4165052,7,0,M. Vazquez,586,1136,Colision con tendido electrico,muerto
A,7300,Ciconia ciconia,16,6,2005,"Ommen, Varsen, Overijssel",Holanda,1,0,Extranjero,213,2041.748669135021,Anillamiento,2005-06-16,anillamiento,2006-01-15,"Chiclana de la Frontera, Cadiz",España,6.3837988,52.5202856,-6.1461102,36.4165052,3,0,M. Vazquez,213,2047,Colision con tendido electrico,muerto
A,B694,Ciconia nigra,16,6,1997,"Ettelbruck, Luxemburgo",Belgica,1,0,Extranjero,96,1668.7288541984626,Anillamiento,1997-06-16,anillamiento,1997-09-20,"Marchena, Sevilla",España,6.0984783,49.8442568,-5.4162096,37.3271048,3,0,M. Vazquez,101,1666,Colision con tendido electrico,muerto
A,4030553,Larus ridibundus,21,9,1990,"Puebla del Rio, Sevilla",España,4,0,M. Vazquez,1327,1260.3471377439187,Anillamiento,1990-09-21,anillamiento,1994-05-10,"Craintilleux, Sury le Comtal, Loire",Francia,-6.063133,37.2694065,4.235228,45.583538,6,0,Extranjero,1327,1252,Anilla leida telescopio,muerto
A,A01280,Miniopterus schreibersii,5,12,1987,"Loule, Algarve",Portugal,2,1,Extranjero,2368,185.28237944898373,Anillamiento,1987-12-05,anillamiento,1994-05-30,"Brazo del Este, Los Palacios, Sevilla",España,-8.020216,37.1379187,-5.9347252,37.1579526,2,0,M. Vazquez,2366,220,Anilla en egagropila,muerto
A,WA02567,Phalacrocorax carbo,7,12,1989,"Rez Slonsk , Gorzow Wielkopolski",Polonia,2,0,Extranjero,1834,2385.022327066676,Anillamiento,1989-12-07,anillamiento,1994-12-15,"Puebla del Rio, Sevilla",España,15.2369305,52.7325285,-6.063133,37.2694065,2,0,M. Vazquez,1648,2365,Cazado con escopeta,muerto
A,AZHP,Phoenicopterus ruber,9,8,1989,"Etang du Fangasier, Camargue",Francia,1,0,Extranjero,57,1134.943916627487,Anillamiento,1989-08-09,anillamiento,1989-10-05,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4.6269572,43.4216348,-6.063133,37.2694065,3,0,M. Vazquez,NA,NA,Solo huesos y PVC,muerto
A,AHT,Phoenicopterus ruber,20,7,1977,"Etang du Fangasier, Camargue",Francia,1,0,Tour de Valat,4531,1134.943916627487,Anillamiento,1977-07-20,anillamiento,1989-12-15,"Puebla del Rio, Sevilla",España,4.6269572,43.4216348,-6.063133,37.2694065,A,0,M. Vazquez,NA,NA,Cazado con escopeta fecha carta,muerto
A,G20922,Platalea leucorodia,19,4,2000,"Bahia de Cadiz, Cadiz",España,1,0,EBD,269,2360.631720004267,Anillamiento,2000-04-19,anillamiento,2001-01-13,Kaedi,Mauritania,-6.1102943,36.41012509999999,-13.5032081,16.1535575,3,0,Particular,269,2366,Capturada en red de pesca y liberada,control
A,8028567,Platalea leucorodia,24,5,1974,"Naar Dermeer, Noor Holland",Holanda,1,0,Extranjero,638,1885.3024282871447,Anillamiento,1974-05-24,anillamiento,1976-02-21,"Puebla del Rio, Sevilla",España,5.1423999,52.2919771,-6.063133,37.2694065,7,0,Particular,417,NA,Muerta por botulismo,muerto
A,F11033,Sula basana,10,6,1989,"Les Etacs, Aderney, Islasa del canal",Gran Bretaña,1,0,Extranjero,77,1444.5389024292278,Anillamiento,1989-06-10,anillamiento,1989-08-26,"La Redondela, Lepe, Huelva",España,-2.2397222,49.7044444,-7.2713551,37.2217067,3,0,M. Vazquez,77,1439,Encontrado en la playa y liberado,control
A,BJ80830,Anas platyrhynchos,25,7,1987,"Hollebley, Suffolr",Gran Bretaña,6,1,Extranjero,820,1744.1838053642616,Anillamiento,1987-07-25,anillamiento,1989-10-22,"Puebla del Rio, Sevilla",España,1.4298709,52.047753,-6.063133,37.2694065,10,1,M. Vazquez,817,1786,Cazado con escopeta,muerto
A,6004206,Anas strepera,14,7,1985,"Lucio Redondo PND, Aznalcazar, Sevilla",España,1,2,P. Rodriguez,460,1397.1339104026415,Anillamiento,1985-07-14,anillamiento,1986-10-17,"Baie Des Veys, Manche",Francia,-6.312638799999999,36.9589788,-1.602403,49.0575875,5,0,Extranjero,458,1429,Cazado con escopeta,muerto
A,E642,Anas strepera,24,6,1980,"Kolmenasva, Matsalu State Nature Reserva",Estonia,4,2,Extranjero,197,3268.5313998608576,Anillamiento,1980-06-24,anillamiento,1981-01-07,"Sanlucar de Barrameda, Cadiz",España,23.6939155,58.7336246,-6.3529689,36.7725774,6,2,Particular,NA,NA,Encontrado muerto,muerto
A,6022917,Anas strepera,21,2,1991,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,3,2,P. Rodriguez,7,1090.819809322479,Anillamiento,1991-02-21,anillamiento,1991-02-28,"Vic La Gardiole, Herault",Francia,-6.129244,37.2385346,3.797599,43.490423,3,2,Extranjero,7,1084,Cazado con escopeta,muerto
A,FT82578,Anas crecca,17,10,1985,"Marquenterre, Somme",Francia,3,0,Extranjero,302,1569.3935595835371,Anillamiento,1985-10-17,anillamiento,1986-08-15,"Lucio del Cangrejo, Aznalcazar, Sevilla",España,1.5855325,50.2635031,-6.2412518,37.3058343,5,0,P. Rodriguez,303,1581,Encontrado muerto,muerto
A,7006944,Anas acuta,2,12,1987,"La Fao, Aznalczar, Sevilla",España,4,1,P. Rodriguez,1860,1484.7526897358066,Anillamiento,1987-12-02,anillamiento,1993-01-04,"Salenelles , Seine-Maritime",Francia,-6.2495424999999996,37.3047112,0.9748439,49.60541869999999,A,0,Extranjero,NA,NA,Cazado con escopeta,muerto
A,7006946,Anas acuta,2,12,1987,"Aznalcazar, Sevilla",España,3,1,P. Rodriguez,413,1113.8633082879576,Anillamiento,1987-12-02,anillamiento,1989-01-18,"Etang de L´Or, Herault",Francia,-6.2495424999999996,37.3047112,4.0159135,43.5791813,7,0,Extranjero,416,1136,Cazado con escopeta,muerto
A,5006669,Anas crecca,28,10,1986,"RB Doñana, Almonte, Huelva",España,3,1,P. Rodriguez,553,3487.0854527842034,Anillamiento,1986-10-28,anillamiento,1988-05-03,"BTW Ektrask and Stenbbchen, Vasterbotten",Suecia,-6.4344467,37.0427289,16.5161695,65.3337311,7,0,Extranjero,NA,NA,Muerta por colision con vehiculo,muerto
A,4048785,Anas clypeata,22,6,1970,"Groot Schermer, Noor-Holland",Holanda,1,0,Extranjero,11319,1879.04504802759,Anillamiento,1970-06-22,anillamiento,2001-06-18,"Antequera, Malaga",España,4.849896999999999,52.5821507,-4.5593676,37.020001,A,0,M. Vazquez,11319,1879,Cazado con escopeta fecha carta,muerto
A,6015852,Anas clypeata,15,10,1986,"RB Doñana, Almonte, Huelva",España,3,1,LEO BIAGGI,370,3354.9955633536765,Anillamiento,1986-10-15,anillamiento,1987-10-20,"Bykhov, Mogilev",Rusia,-6.4344467,37.0427289,30.2402858,53.5179514,5,0,Extranjero,370,3347,Cazado con escopeta,muerto
A,6017905,Anas clypeata,7,10,1987,"Aznalcazar, Sevilla",España,3,2,LEO BIAGGI,728,1163.9317149526983,Anillamiento,1987-10-07,anillamiento,1989-10-04,"Donges, Loire Atlantique",Francia,-6.2495424999999996,37.3047112,-2.074694,47.318789,7,0,Extranjero,727,1164,Cazado con escopeta,muerto
A,5007759,Maramronetta angustirostris,2,10,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4,2,LEO BIAGGI,705,1351.4088153053199,Anillamiento,1990-10-02,anillamiento,1992-09-06,Chalamont Ain,Francia,-6.129244,37.2385346,5.172362,45.996513,8,0,Extranjero,705,1343,Cazado con escopeta,muerto
A,7009002,Aythya ferina,11,7,1985,"Lucio del Buen Tiro PND, Aznalcazar, Sevilla",España,1,0,LEO BIAGGI,294,4114.192699393112,Anillamiento,1985-07-11,anillamiento,1986-05-01,"Vologda O Kubenskoye, Vologda",Rusia,-6.3182874,36.9409481,39.8978052,59.21806649999999,5,0,Extranjero,295,3627,Muerto trampa para otros animales,muerto
A,7009045,Aythya ferina,14,7,1985,"Lucio del Rinconcillo PND, Almonte, Huelva",España,1,0,LEO BIAGGI,439,2496.637486727553,Anillamiento,1985-07-14,anillamiento,1986-09-26,"Lonnerup, Fjord, Jylland",Dinamarca,-6.3265951,36.9455244,8.8154722,57.0000799,5,0,Extranjero,437,2482,Muerto trampa para otros animales,muerto
A,7009058,Aythya ferina,26,7,1985,"Las Nuevas PND, Aznalcazar, Sevilla",España,1,1,LEO BIAGGI,1527,1270.9599426464133,Anillamiento,1985-07-26,anillamiento,1989-09-30,"Arthun, Loire",Francia,-6.2495424999999996,37.3047112,4.030817,45.774042,A,0,Extranjero,1524,1271,Encontrado muerto,muerto
A,7009062,Aythya ferina,26,7,1985,"PN Doñana, Almonte, Huelva",España,3,1,LEO BIAGGI,1171,560.3372930825036,Anillamiento,1985-07-26,anillamiento,1988-10-09,"El Kelaa, Dessaraghna",Marruecos,-6.4344467,37.0427289,-7.400287199999999,32.0550961,A,0,Extranjero,1168,535,Cazado con escopeta,muerto
A,CA23796,Tadorna tadorna,2,7,1980,"Aigues Mortes, Gard",Francia,1,2,Extranjero,166,1162.9653531796937,Anillamiento,1980-07-02,anillamiento,1980-12-15,"Salinas de Bonanza,Sanlucar de Barrameda, Cadiz",España,4.1925869,43.567172,-6.3435859,36.8758425,3,0,Cazador,NA,NA,Cazado con escopeta,muerto
A,CA24140,Tadorna tadorna,12,7,1980,"Salin de Giraud, Bouches du Rhone",Francia,1,0,Extranjero,232,1188.7422519563897,Anillamiento,1980-07-12,anillamiento,1981-03-01,"Salinas de Bonanza,Sanlucar de Barrameda, Cadiz",España,4.732263,43.410459,-6.3435859,36.8758425,5,2,Cazador,NA,NA,Cazado con escopeta,muerto
A,3141108,Accipiter nisus,9,10,1981,"Schiermonnikoog, Schiermonnikoog",Holanda,3,2,Extranjero,6946,2072.6693146193984,Anillamiento,1981-10-09,anillamiento,2000-10-15,"Marismas del Odiel, Huelva",España,6.1560311,53.4785962,-6.967282399999999,37.2088292,A,0,Zamalla,6946,2067,Encontrada solo anilla,muerto
A,EA022390,Milvus milvus,7,6,1990,"Aspaach, Gotha Erfurt",Alemania,1,0,Extranjero,582,1962.4040487473478,Anillamiento,1990-06-07,anillamiento,1992-01-10,"La lantejuela, Sevilla",España,10.5973779,50.9530919,-5.2227526,37.3544458,7,0,Zamalla,583,1968,Encontrado muerto,muerto
A,K38153,Milvus milvus,6,6,1998,"Thommen, Luik, Lieja",Belgica,1,0,Extranjero,619,1713.4752214003918,Anillamiento,1998-06-06,anillamiento,2000-02-15,"Mochales, Osuna, Sevilla",España,5.569749799999999,50.63295859999999,-5.1033081,37.2373642,7,0,Zamalla,619,1695,Encontrado muerto,muerto
A,EA077777,Circus aeroginosus,29,6,1997,"Cumlosen, Oberhavel, Brademburgo",Alemania,1,0,Extranjero,139,2130.3265412508404,Anillamiento,1997-06-29,anillamiento,1997-11-15,"Posadas, Cordoba",España,11.6595746,53.0316048,-5.106908799999999,37.80453809999999,3,0,Zamalla,139,2127,Encontrado muerto,muerto
A,DA124455,Circus aeroginosus,18,7,1999,"Lachaussee, Meuse",Francia,1,1,Extranjero,171,1659.6531819191941,Anillamiento,1999-07-18,anillamiento,2000-01-05,"El Cuervo, Lebrija, Sevilla",España,5.819598999999999,49.037017,-6.0385235,36.8527976,5,0,Zamalla,171,1651,Colision con tendido electrico,muerto
A,8090079,Circus aeroginosus,28,6,1999,"Stjarnholm, Soderfjarden, Sodermanland",Suecia,1,2,Extranjero,203,2893.940226332135,Anillamiento,1999-06-28,anillamiento,2000-01-17,"La Coronela, Marchena, Sevilla",España,16.7518899,59.03363489999999,-5.283399999999999,37.2636,5,0,Zamalla,203,2920,Encontrado muerto,muerto
A,5007103,Falco tinnunculus,5,11,1989,"La Tiesa, Villamanrique, Sevilla",España,4,2,M. Vazquez,669,1951.7486645993579,Anillamiento,1989-11-05,anillamiento,1991-09-05,"Heessen, Arnsberg",Alemania,-6.307322999999999,37.2450283,7.8093353,51.690813,8,2,Extranjero,670,1955,Ahogoda en deposito de agua,muerto
A,5010413,Falco tinnunculus,27,5,1993,"Osuna, Sevilla",España,1,0,Zamalla,263,664.9792042338537,Anillamiento,1993-05-27,anillamiento,1994-02-14,C. A. Safi,Marruecos,-5.1033081,37.2373642,-9.2272033,32.3008151,5,0,Extranjero,263,669,Encontrado muerto,muerto
A,3525390,Falco tinnunculus,29,5,1996,"Vierhuizen, Groningen",Holanda,1,0,Extranjero,641,1988.7686590007668,Anillamiento,1996-05-29,anillamiento,1998-03-01,"La lantejuela, Sevilla",España,6.2912261,53.3602891,-5.2227526,37.3544458,7,0,Zamalla,641,1988,Encontrado muerto,muerto
A,S147492,Falco tinnunculus,16,6,1994,"Lapua, Vaasa Vasa",Finlandia,1,0,Extranjero,213,3405.793130807833,Anillamiento,1994-06-16,anillamiento,1995-01-15,"Gerena, Sevilla",España,21.6164564,63.09508899999999,-6.173911599999999,37.541357,5,0,M. Vazquez,213,3441,Encontrado muerto,muerto
A,S219957,Coturnix coturnix,10,7,1997,"Rio Marcellengo, Sommariva Bos, Cuneo",Italia,3,1,Extranjero,37,738.4006286181004,Anillamiento,1997-07-10,anillamiento,1997-08-16,"Ayerbe, Huesca",España,7.783384900000001,44.770061,-0.6879801999999999,42.2748623,3,1,M. Vazquez,37,739,Cazado con escopeta,muerto
A,S264664,Coturnix coturnix,23,8,1999,"Baroli, Baldissero D´Alba, Cuneo",Italia,3,1,Extranjero,470,1465.154355530629,Anillamiento,1999-08-23,anillamiento,2000-12-05,"Hinojos, Huelva",España,7.8606758,44.7788181,-6.386442799999999,37.1467738,5,1,M. Vazquez,470,1462,Cazado con escopeta,muerto
A,7006954,Fulica atra,9,8,1987,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,6,0,LEO BIAGGI,509,261.7390584627979,Anillamiento,1987-08-09,anillamiento,1988-12-30,"Moulay, Bouselham",Marruecos,-6.129244,37.2385346,-6.274773400000001,34.8826391,2,0,Particular,506,254,Mantenida en cautividad,control
A,7044444,Fulica atra,22,10,2004,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,443,1130.249875391279,Anillamiento,2004-10-22,anillamiento,2006-01-08,"Saintes Maries de la Mer, Bouches du Rhone",Francia,-6.129244,37.2385346,4.429074,43.453241,2,0,Particular,443,1139,Cazado con escopeta,muerto
A,T0096060,Haemantopus ostralegus,25,8,1995,"Scanno di Gorino, Goro, Ferrara",Italia,6,0,Extranjero,1932,1860.9050444391175,Anillamiento,1995-08-25,anillamiento,2000-12-08,"Marismas del Odiel, Huelva",España,13.8841364,41.8999822,-6.967282399999999,37.2088292,6,0,M. Vazquez,NA,NA,control ,control
A,IS000038,Vanellus vanellus,25,5,1997,"E Taldom, Moskow",Rusia,2,1,Extranjero,573,3788.1389518442124,Anillamiento,1997-05-25,anillamiento,1998-12-19,"Alcolea del Rio, Sevilla",España,37.6173,55.755826,-5.6681456,37.6158112,2,0,M. Vazquez,573,3821,Cazado con escopeta,muerto
A,OA81352,Charadrius hiaticula,20,7,2000,"Langenwerder, Neubrandenburg",Alemania,2,0,Extranjero,275,2344.833596367625,Anillamiento,2000-07-20,anillamiento,2001-04-21,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,13.2779269,53.5678292,-6.063133,37.2694065,4,2,M. Vazquez,270,2296,control ,control
A,T012081,Charadrius hiaticula,24,4,1998,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,752,1963.3351738018473,Anillamiento,1998-04-24,anillamiento,2000-05-15,"Seal Sands, Teesmoth, Cleveland",Gran Bretaña,-6.063133,37.2694065,-1.1689767,54.6110624,4,0,Extranjero,752,1963,control ,control
A,BV74861,Charadrius hiaticula,3,5,1993,"Battlehill, Annan Dumfries, Galloway Region",Gran Bretaña,4,1,Extranjero,1802,1981.2079797001957,Anillamiento,1993-05-03,anillamiento,1998-04-09,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,-3.259773,54.990246,-6.063133,37.2694065,4,0,M. Vazquez,1802,1978,control ,control
A,3355448,Charadrius hiaticula,17,8,1987,"Sverige, Holand",Suecia,4,0,Extranjero,406,3086.0489264171324,Anillamiento,1987-08-17,anillamiento,1988-09-26,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,18.643501,60.12816100000001,-6.063133,37.2694065,6,0,M. Vazquez,NA,NA,control ,control
A,RBJ,Charadrius alexandrinus,15,8,1994,"St Peter Ording, Northwest of Hamburg",Alemania,2,2,Extranjero,737,2208.0331463648417,Anillamiento,1994-08-15,anillamiento,1996-08-21,"Los Palacios, Sevilla",España,8.6522205,54.3048043,-5.9244808,37.1584636,4,0,M. Vazquez,NA,NA,control ,control
A,6329130,Pluvialis apricaria,7,8,1994,"Krummhorn, Weser Ems , Excep Islas",Alemania,4,0,Extranjero,1987,2014.377659689803,Anillamiento,1994-08-07,anillamiento,2000-01-15,"Alcolea del Rio, Sevilla",España,7.0972598,53.4356138,-5.6681456,37.6158112,A,0,M. Vazquez,1987,2060,Cazado con escopeta,muerto
A,1188551,Pluvialis apricaria,21,11,1981,"Sexbierun, Friesland, Holland",Holanda,3,0,Extranjero,407,1967.8128088520045,Anillamiento,1981-11-21,anillamiento,1983-01-02,"Isla Mayor, Sevilla",España,5.4843741,53.21731639999999,-5.9127402,37.3868107,7,0,M. Vazquez,NA,2016,Cazado con escopeta,muerto
A,M13577,Gallinago gallinago,6,10,1992,"Bazolles, Nievre",Francia,3,0,Extranjero,781,1336.7867923605693,Anillamiento,1992-10-06,anillamiento,1994-11-26,"Isla Mayor, Sevilla",España,3.617797,47.143557,-5.9127402,37.3868107,7,0,M. Vazquez,781,1352,Cazado con escopeta,muerto
A,E148856,Numenius phaeopus,24,4,1988,"Merksplas, Antwerpen, Amberes",Belgica,4,0,Extranjero,6220,1831.371034472454,Anillamiento,1988-04-24,anillamiento,2005-05-05,"Trebujena, Cadiz",España,4.8643467,51.3541789,-6.175237699999999,36.8704663,A,0,M. Vazquez,6220,1833,Cazado con escopeta fecha carta,muerto
A,3269650,Limosa limosa,11,6,1978,"Homnerts, Friesland",Holanda,1,0,Extranjero,1253,1973.1827979912525,Anillamiento,1978-06-11,anillamiento,1981-11-15,"Isla Mayor, Sevilla",España,5.7817542,53.1641642,-5.9127402,37.3868107,9,0,LEO BIAGGI,1235,1999,Cazado con escopeta,muerto
A,3340188,Limosa limosa,15,5,1982,"Langezwaag, Friesland",Holanda,1,0,Extranjero,2771,1964.033578294116,Anillamiento,1982-05-15,anillamiento,1989-12-15,"Isla Mayor, Sevilla",España,6.0025602,52.98241480000001,-5.9127402,37.3868107,A,0,LEO BIAGGI,2765,2007,Cazado con escopeta fecha carta,muerto
A,4075446,Limosa limosa,18,8,2001,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,4,0,M. Vazquez,628,1961.0048640226505,Anillamiento,2001-08-18,anillamiento,2003-05-08,"Heiloo, Noord Holland",Holanda,-6.3733181,36.7688684,4.7004931,52.6012341,4,2,Extranjero,628,1961,Capturada por un animal silvestre,muerto
A,3X23809,Actitis hypoleucos,30,7,1986,"Fisriffoux, Namen",Belgica,2,0,Extranjero,13,1881.9401166360522,Anillamiento,1986-07-30,anillamiento,1986-08-12,Chechaouen,Marruecos,4.77161,50.45198000000001,-5.268364099999999,35.168796,2,0,LEO BIAGGI,NA,NA,Cazado con escopeta,muerto
A,4364796,Tringa ochropus,8,7,2006,"Vadboden,Hornborgasjön, Västra Götaland",Suecia,2,0,Extranjero,54,2700.612942211138,Anillamiento,2006-07-08,anillamiento,2006-08-31,"Laguna del Gobierno, Lantejuela,Sevilla",España,13.5504915,58.32281769999999,-5.2270807,37.3626595,2,0,Zamalla,54,2691,control ,control
A,1183521,Tringa totanus,1,6,1981,"Arkemeen, Gelderland",Holanda,1,0,Extranjero,3119,1890.2374011879722,Anillamiento,1981-06-01,anillamiento,1989-12-15,"Puebla del Rio, Sevilla",España,5.4185051,52.2366343,-6.063133,37.2694065,A,0,Zamalla,3114,1916,Cazado con escopeta fecha carta,muerto
A,GE7646,Tringa totanus,17,4,1977,"Ile de Malprat, Biganos, Gironde",Francia,3,0,Extranjero,1414,985.0373522149108,Anillamiento,1977-04-17,anillamiento,1981-03-01,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,-1.022363,44.65515600000001,-6.3733181,36.7688684,A,0,LEO BIAGGI,NA,NA,Cazado con escopeta,muerto
A,4048242,Tringa totanus,14,9,1995,"Marismas del Odiel, Huelva",España,4,1,M. Vazquez,1333,1972.7846755694154,Anillamiento,1995-09-14,anillamiento,1999-05-09,"Westerland, Nomerpolder, Noord Holland",Holanda,-6.967282399999999,37.2088292,4.9271036,52.89157,4,0,Extranjero,1333,2276,control ,control
A,4068814,Tringa totanus,7,10,2002,"Salina del Pilar,Puerto Real, Cadiz",España,4,0,Zamalla,1351,2015.4897772333582,Anillamiento,2002-10-07,anillamiento,2006-06-19,"Den Helder, Noord Holland",Holanda,-6.1969018,36.5333349,4.7607972,52.95628079999999,A,0,Extranjero,1351,2015,control ,control
A,GA05607,Tringa totanus,22,8,1983,"Ujscie Redy, Gdansk",Polonia,3,0,Extranjero,5860,2741.62031980782,Anillamiento,1983-08-22,anillamiento,1999-09-07,"Salina del Pilar,Puerto Real, Cadiz",España,18.4597795,54.4244997,-6.1969018,36.5333349,A,0,Zamalla,5860,2768,control ,control
A,6283332,Tringa erhytropus,26,8,1972,"Rieselfelder, DFFM Munster",Alemania,3,0,Extranjero,3429,1961.0112371003277,Anillamiento,1972-08-26,anillamiento,1982-01-15,"Puebla del Rio, Sevilla",España,7.654829799999999,52.0287823,-6.063133,37.2694065,A,0,LEO BIAGGI,3429,1999,Cazado con escopeta,muerto
A,4098815,Philomachus pugnax,3,8,2002,"Brazo del Este, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,993,1974.2301750259946,Anillamiento,2002-08-03,anillamiento,2005-04-22,"Cornwerd, Friesland",Holanda,-6.0500532,37.2139446,5.3907465,53.0832949,4,1,Extranjero,966,1988,control ,control
A,GN04923,Calidris canutus,30,7,1992,"Rewa, Kosakowo, Gdansk",Polonia,4,2,Extranjero,2104,2733.9499801606644,Anillamiento,1992-07-30,anillamiento,1998-05-04,"Salinas de Bonanza,Sanlucar de Barrameda, Cadiz",España,18.4968393,54.6308248,-6.3435859,36.8758425,4,0,Zamalla,2104,2740,control ,control
A,KT13737,Calidris alpina,27,7,1988,"Sappi, Turku Pori, Abo Bjorneborg",Finlandia,6,1,Extranjero,116,3259.416133614654,Anillamiento,1988-07-27,anillamiento,1988-11-20,"Lucio del Italiano, Puebla del Rio, Sevilla",España,22.2666303,60.4518126,-6.063133,37.2694065,4,0,LEO BIAGGI,113,3295,Cazado con escopeta,muerto
A,T007228,Calidris alpina,24,9,1995,"Marismas del Odiel, Huelva",España,3,0,M. Vazquez,338,2422.642360705797,Anillamiento,1995-09-24,anillamiento,1996-08-27,"Tipperme, Jylland",Dinamarca,-6.967282399999999,37.2088292,9.335822799999999,56.029287,5,0,Extranjero,338,2360,control ,control
